show_id,title,releaseDate,seasonCount,rating,description,duration,tagline,metascore,metascore_count,metascore_sentiment,userscore,userscore_count,userscore_sentiment,seasonCount_was_null
1000337809,Modern Family,2009-09-23,11.0,TV-PG,"The Pritchett family are being filmed for a documentary in this mockumentary of the extended family which includes patriarch Jay, his second wife Gloria and son Manny; Jay's son, Mitchell, his partner Cameron, and their adopted daughter Lily; and Jay's daughter Claire, her husband Phil and their three children, Haley, Alex, and Luke.",22.0,"One big (straight, gay, multi-cultural, traditional) happy family.",87.0,30,Universal acclaim,83,1436,Universal acclaim,False
1000303212,Breaking Bad,2008-01-20,5.0,TV-MA,"Bryan Cranston (Malcolm in the Middle) stars in this drama focused on a mid-life crisis gone bad for a high school chemistry teacher who becomes a drug dealer after he discovers that he has lung cancer.

Breaking Bad is produced by High Bridge Productions, Inc. and Gran Via Productions in association with Sony Pictures Television for AMC.",48.0,"In the no-holds-barred world of Walt White, the end justifies the extreme. (season 2)",87.0,98,Universal acclaim,94,18718,Universal acclaim,False
1000368203,Pluribus,2025-11-06,2.0,TV-MA,Saving the world from happiness is down to one miserable person in Vince Gilligan's sci-fi series.,60.0,Happiness is contagious.,87.0,38,Universal acclaim,70,448,Generally favorable,False
1000366272,Pachinko,2022-03-25,2.0,TV-MA,"The drama series based on the novel of the same name by Min Jin Lee follows four generations of a Korean family that moves to Japan and deal with war, love and making a living.",55.0,,87.0,51,Universal acclaim,88,251,Universal acclaim,False
1000338725,Game of Thrones,2011-04-16,8.0,TV-MA,"Adapted from George R.R. Martin's epic fantasy novel series ""A Song of Ice and Fire"", this series is about a fantasy world where royal houses battle for the Iron Throne.",60.0,Winter is coming.,86.0,171,Universal acclaim,84,19851,Universal acclaim,False
1000300523,Band of Brothers,2001-09-09,1.0,TV-MA,"Band of Brothers is a 10-part miniseries produced by Steven Spielberg and Tom Hanks for HBO. The miniseries follows Easy Company, an army unit during World War II, from their initial training at Camp Toccoa to the conclusion of the war.

The series is based on the book written by the late Stephen E Ambrose. Tom Hanks approached Steven Spielberg, who just finished production of Saving Private Ryan. Together they approached HBO with their idea. The station was willing to spend a industry record sum of $120m to realize the project.",60.0,They depended on each other. And the world depended on them.,87.0,28,Universal acclaim,93,586,Universal acclaim,False
1000337775,Boston Med,2010-06-24,1.0,Unknown,"Filmed over four months at Massachusetts General, Brigham and Women's, and Children's Hospital Boston, go inside the daily lives of the doctors, nurses and patients there.  ",60.0,,87.0,14,Universal acclaim,68,10,Generally favorable,False
1000366465,The Rehearsal,2022-07-15,3.0,TV-MA,"Nathan Fielder helps people ""rehearse"" major decisions and/or discussions with the aide of actors and realistic sets in this comedy series written and directed by Fielder.",30.0,Why leave life to chance?,87.0,45,Universal acclaim,86,152,Universal acclaim,False
1000304000,The Pacific,2010-03-14,1.0,TV-MA,"From the creative team behind Band of Brothers comes this ten-hour miniseries tracing three American marines as they fight World War II in the Pacific.
The series was shot on location in Australia, and is produced by HBO Films in association with Playtone and DreamWorks television.",60.0,Hell was an ocean away.,86.0,32,Universal acclaim,82,214,Universal acclaim,False
1000359385,PEN15,2019-01-01,2.0,TV-MA,"The comedy co-created by Maya Erskine, Anna Konkle and Sam Zvibleman is set in middle school with Erskine and Konkle as 13-year-olds.",30.0,There've Been Some Developments,87.0,36,Universal acclaim,71,136,Generally favorable,False
1000366821,Beef,2023-04-06,2.0,TV-MA,A road-rage episode leads to a contentious feud between a struggling contractor (Steven Yeun) and a successful entrepreneur (Ali Wong) in this dark comedy anthology series created by Lee Sung Jin.,30.0,"One incident, two lives consumed.",86.0,35,Universal acclaim,78,316,Generally favorable,False
1000358453,Howards End,2017-11-12,1.0,TV-14,"Kenneth Lonergan's adaptation of the classic E.M. Forster novel about sisters Margaret (Hayley Atwell) and Helen Schlegel (Philippa Coulthard) as they seek love and purpose in turn of the century England.

[Premiered originally in the UK on BBC One on 12 Nov 2017; in the US on Starz on 8 Apr 2018 and as a part of PBS's Masterpiece on 12 Jan 2020]",60.0,I know my value.,86.0,15,Universal acclaim,61,43,Generally favorable,False
1000359537,Deadwood: The Movie,2019-05-31,1.0,TV-MA,"Picking up 10 years after the end of season 3, South Dakota's statehood brings back many of the Deadwood residents including Al Swearengen (Ian McShane), Seth Bullock (Timothy Olyphant), Alma Ellsworth (Molly Parker), Trixie (Paula Malcomson), Sol Star (John Hawkes), Martha Bullock (Anna Gunn), Charlie Utter (Dayton Callie), Doc Cochran (Brad Dourif ), “Calamity” Jane Canary (Robin Weigert), E.B. Farnum ( William Sanderson), Joanie Stubbs (Kim Dickens), and George Hearst (Gerald McRaney).",110.0,,86.0,29,Universal acclaim,72,53,Generally favorable,True
1000360703,Painting With John,2021-01-21,3.0,TV-MA,John Lurie reflects on life and the lessons he's learned as he paints at his home in the Caribbean.,22.0,,86.0,11,Universal acclaim,62,16,Generally favorable,False
1000337815,Justified,2010-03-16,6.0,TV-MA,"This show is about U.S. Marshal Raylan Givens, a modern day 19th century-style lawman, who enforces his brand of justice to put a target on his back with criminals and puts him at odds with his bosses in the Marshal service. As a result, he gets reassigned to the U.S. District covering the town where he grew up.  ",45.0,,86.0,92,Universal acclaim,89,1586,Universal acclaim,False
1000339225,Prohibition,2011-10-02,1.0,Unknown,Ken Burns' latest documentary series focuses on the origins of the 18th Amendment and the eventual end of Prohibition.,60.0,How did a nation founded on rights ever go so wrong?,86.0,19,Universal acclaim,84,18,Universal acclaim,False
1000345798,Line of Duty,2012-06-26,7.0,TV-14,DS Steve Arnott (Martin Compston) is transferred to the Anti-Corruption Unit 12 (AC-12) run by Superintendent Ted Hastings (Adrian Dunbar) and partners with D.I. Kate Fleming (Vicky McClure) to investigate possible corruption in the police force in this BBC police drama created by Jed Mercurio.,60.0,Lies Cost Lives (Series 6),86.0,14,Universal acclaim,80,74,Generally favorable,False
1000303091,Mad Men,2007-07-19,7.0,TV-14,"It's New York in the 1960s, and the men and women who work at the Sterling Cooper Advertising Agency are some of the top names in the industry. Master manipulator and leading ad man Don Draper is at the top of his game, but there are those who want to see him topple down. Can he maintain his formidable status? Writer and executive producer Matthew Weiner of The Sopranos fame is the man behind this 13-episode original series on AMC.",45.0,Where The Truth Lies ...,86.0,199,Universal acclaim,88,2565,Universal acclaim,False
1000346170,Better Call Saul,2015-02-08,6.0,TV-MA,The spin-off of Breaking Bad focuses on Albuquerque lawyer Saul Goodman (Bob Odenkirk).,45.0,Make the call,86.0,139,Universal acclaim,90,4164,Universal acclaim,False
1000360519,Elizabeth Is Missing,2019-12-08,1.0,TV-14,"80-something Maud (Glenda Jackson) has Alzheimer's and is convinced her best friend Elizabeth (Maggie Steed) has vanished in this adaptation of Emma Healey's novel of the same name by Andrea Gibb.

[Premiered originally in the UK on BBC One on 8 Dec 2019, airs in the US as a part of PBS' Masterpiece in 2021]",87.0,,86.0,14,Universal acclaim,57,6,Mixed or average,True
1000359728,Top Boy,2011-01-01,5.0,TV-MA,"Dushane (Ashley Walters) and his friend Sully (Kane Robinson aka Kano) deal drugs from their East London housing estate in this crime drama series written and created by Ronan Bennett.

[The first two season are called Top Boy: Summerhouse on Netflix]",60.0,,86.0,15,Universal acclaim,71,71,Generally favorable,False
1000342394,The Trip to Bountiful,2014-03-08,1.0,TV-PG,"Carrie Watts (Cicely Tyson) is a widow frustrated with living in Houston with her son Ludie (Blair Underwood) and his wife, Jessie Mae (Vanessa Williams). She seeks to make the final journey to her hometown of Bountiful in this adaption of 2013 Broadway revival of Horton Foote's play.",102.0,,86.0,12,Universal acclaim,0,1,Insufficient scores,True
1000359517,When They See Us,2019-05-31,1.0,TV-MA,"Ava DuVernay's four-part limited series based on the Central Park Five case where five Harlem teenagers--Antron McCray (Caleel Harris/Jovan Adepo), Kevin Richardson (Asante Blackk/Justin Cunningham), Yusef Salaam (Ethan Herisse/Chris Chalk), Raymond Santana (Marquis Rodriguez/Freddy Miyares) and Korey Wise (Jharrel Jerome) were accused of raping a white woman in 1989 and were only finally exonerated in 2014.",75.0,What if all boys were created equal?,86.0,27,Universal acclaim,77,215,Generally favorable,False
1000346531,American Crime,2015-03-05,3.0,TV-14,"The John Ridley anthology crime drama series features a cast that includes Felicity Huffman, Timothy Hutton, Regina King, and Lili Taylor.",43.0,,86.0,87,Universal acclaim,77,306,Generally favorable,False
1000360363,I May Destroy You,2020-06-07,1.0,TV-MA,"Arabella (Michaela Coel), an up-and-coming writer was living her best life in London, but after she is assaulted at a nightclub, she begins to reconsider parts of her life.",30.0,,86.0,27,Universal acclaim,69,154,Generally favorable,False
1000366425,Chloe,2022-02-06,1.0,Unknown,"Becky Green (Erin Doherty) takes on a new identity to learn more about the mysterious death of the woman (Poppy Gilbert) she is obsessed with in this thriller from Alice Seabright.

[Premiered originally in the UK on BBC One on 6 Feb 2022 and in the US on Prime Video on 24 Jun 2022]",58.0,,86.0,13,Universal acclaim,59,25,Mixed or average,False
1000359703,Undone,2019-09-12,2.0,TV-MA,The rotoscope animation  from Kate Purdy and Raphael Bob-Waksberg follows 28-year-old Alma (Rosa Salazar) as she seeks answers to her father's death after an accident nearly kills her and discovers an ability to travel through time.,30.0,,86.0,23,Universal acclaim,81,230,Universal acclaim,False
1000358857,Succession,2018-05-06,4.0,TV-MA,"When Logan Roy (Brian Cox) announces his plans to step back from running the family's multi-national entertainment company, a feud over who will be have control causes tension among his four children.",60.0,Take what's yours.,86.0,111,Universal acclaim,86,778,Universal acclaim,False
1000368109,The Lowdown,2025-09-23,3.0,TV-MA,Tulsa journalist Lee Raybon's (Ethan Hawke) relentless pursuit of the truth is in danger after he publishes an expose on a powerful family in the series created and written by Sterlin Harjo.,59.0,,85.0,29,Universal acclaim,69,58,Generally favorable,False
1000346323,Transparent,2014-02-06,5.0,TV-MA,"In Jill Soloway's dark comedy Maura (Jeffrey Tambor), who previously was known as Mort Pfefferman, announces his transition to his ex-wife Shelly (Judith Light), and his three kids--Ali (Gaby Hoffmann), Josh (Jay Duplass, and Sarah (Amy Landecker).",30.0,,85.0,95,Universal acclaim,69,553,Generally favorable,False
1000365949,Arcane,2021-11-06,2.0,TV-14,The animated series based on the League of Legends follows the origin of two League champions in the prosperous city of Piltover and the underground district of Zaun.,40.0,Every legend has a beginning.,86.0,9,Universal acclaim,89,2735,Universal acclaim,False
1000361713,"The Black Church: This Is Our Story, This Is Our Song",2021-02-16,1.0,Unknown,"The four-hour, two-part miniseries hosted by Henry Louis Gates, Jr. explores the history of black churches that began when slaves were brought from Africa to the Americas.",,,85.0,7,Universal acclaim,48,18,Mixed or average,False
1000366984,Last Call: When A Serial Killer Stalked Queer New York,2023-07-07,1.0,TV-MA,"The four-part documentary series from Anthony Caronna and Howard Gertler about the 1990s serial killer that targeted gay and bisexual men in Manhattan features interviews with family members of the victims, activists, and investigators.",60.0,,85.0,10,Universal acclaim,49,14,Mixed or average,False
1000360635,I Hate Suzie,2020-08-27,2.0,TV-MA,"The life of former teen pop-star-turned-actor Suzie Pickles (Billie Piper) is turned upside down when her phone is hacked and compromising photos are leaked in this dramedy created by Lucy Prebble and Piper.

[Premiered originally in the UK on Sky Atlantic on 27 Aug 2020; in the US on HBO Max on 19 Nov 2020]",,,85.0,17,Universal acclaim,72,52,Generally favorable,False
1000366405,Prehistoric Planet,2022-05-23,3.0,TV-PG,"The nature documentary narrated by David Attenborough in the first two seasons and scored by Hans Zimmer, explores how dinosaurs lived in different environments 66 million years ago. Tom Hiddleston narrates the third season subtitled Ice Age.",,,85.0,11,Universal acclaim,78,83,Generally favorable,False
1000368108,Alien: Earth,2025-08-12,2.0,TV-MA,"Wendy (Sydney Chandler) and a group of soldiers discover a dangerous creature after the deep space research vessel USCSS Maginot crash-lands on Earth in the Noah Hawley series set two years before the events of the 1979 film Alien.

[Airs on FX and Hulu]",55.0,"In 2120, Mother Earth is expecting.",85.0,41,Universal acclaim,51,714,Mixed or average,False
1000367113,Dreaming Whilst Black,2023-07-24,2.0,TV-MA,"Aspiring filmmaker Kwabena (Adjani Salmon) takes steps to pursue his dreams while juggling relationships, working in a dead-end job and his parents' expectations in this British comedy co-written by Ali Hughes and Salmon.

[Premiere originally in the UK on BBC3 on 24 Jul 2023 and will air in the US on Showtime on 10 Sep 2023]",30.0,,85.0,12,Universal acclaim,59,13,Mixed or average,False
1000366136,Severance,2022-02-18,3.0,TV-MA,Mark Scout (Adam Scott) is one of several employees at Lumon Corporation who undergo a procedure which separates their work and home memories so they can only recall the ones related to where they are in this sci-fi thriller from Ben Stiller and created by Dan Erickson.,50.0,,85.0,82,Universal acclaim,83,946,Universal acclaim,False
1000341948,Undeclared,2001-09-25,2.0,TV-14,"Judd Apatow's TV follow-up to Freaks and Geeks was just as short-lived (only one season aired) and, in retrospect, nearly as much of a lasting cult favorite.",,Forget about home. There's no place like a co-ed dorm.,85.0,24,Universal acclaim,83,22,Universal acclaim,False
1000360574,Hemingway,2021-04-05,1.0,TV-14,"The three-part Ken Burns and Lynn Novick documentary narrated by Peter Coyote explores the life and work of the author with interviews with other writers, academics, biographers, and his son, Patrick.",40.0,,85.0,14,Universal acclaim,69,15,Generally favorable,False
1000365836,The Beatles: Get Back,2021-11-25,1.0,TV-MA,Peter Jackson's three-part Beatles documentary features hours of edited and restored film from 1969 by Michael Lindsay-Hogg as the Fab Four created the songs that would appear on Abbey Road and Let It Be. ,150.0,Experience the 3-part event,85.0,28,Universal acclaim,85,118,Universal acclaim,False
1000367978,Best Interests,2025-02-17,1.0,Unknown,"Nicci (Sharon Horgan) and Andrew (Michael Sheen) fight over ending medical care for their disabled 13-year-old daughter (Niamh Moriarty) in the BAFTA-nominated four-part drama from Jack Thorne.

[Premiered originally in the UK on BBC One on 12 Jun 2023 and in the US on Acorn TV on 17 Feb 2025]",,,85.0,11,Universal acclaim,73,23,Generally favorable,False
1000302570,Pushing Daisies,2007-10-03,3.0,TV-PG,"This romantic comedy shows us the fairy tale-like world of Ned, a man who can bring dead people back to life through the power of his touch. The same touch he must use to ""kill"" them after no more than a minute or another person will die.

With the help of Emerson, a local PI, Ned uses his ability to solve murder cases and cash in on any rewards. But things get complicated when a murder victim turns out to be Ned's long-lost childhood crush and he decides to break the rules and let her live.

show is created by Bryan Fuller, who has brought us fantasy series such as Wonderfalls and Dead Like Me. The series shares the quick-witted comedy and darker emotions of Fuller's previous shows.",44.0,life. death. and life again.,85.0,44,Universal acclaim,85,118,Universal acclaim,False
1000351592,Show Me a Hero,2015-08-16,1.0,TV-MA,"Based on Lisa Belkin's nonfiction book of the same name, a mayor (Oscar Isaac) faces a federal court decision forcing his city to build low-income housing in white neighborhoods during the 1980s.",60.0,When local politics gets tough and dirty.,85.0,33,Universal acclaim,73,115,Generally favorable,False
1000367175,Colin From Accounts,2022-11-30,3.0,TV-MA,"Medical student Ashley (Harriet Dyer) and microbrewer Gordon (Patrick Brammall) end up living together after a car accident involving a dog in the Australian comedy written by Brammall and Dyer.

[Premiered originally in Australia on Binge on 1 Dec 2022, in the UK on BBC Two on 11 Apr 2023 and in the US on Paramount+ on 9 Nov 2023]",27.0,,85.0,19,Universal acclaim,70,56,Generally favorable,False
1000357154,Lady Dynamite,2016-05-20,2.0,TV-MA,"The comedy series inspired by comedian Maria Bamford's life will feature guest stars such as Ana Gasteyer, Tig Notaro, Patton Oswalt, Adam Pally, Brandon Routh, Sarah Silverman, and Mira Sorvino.",30.0,,85.0,20,Universal acclaim,65,129,Generally favorable,False
1000342327,Six by Sondheim,2013-12-09,1.0,Unknown,"Newly filmed performances from Darren Criss, Jarvis Cocker, America Ferrera, Jackie Hoffman, Jeremy Jordan, Audra McDonald, Laura Osnes, and Will Swenson, are featured in the documentary directed by James Lapine that focuses on six of Stephen Sondheim's songs: ""I’m Still Here"" from The Follies, “Something’s Coming” from West Side Story; “Opening Doors” from Merrily We Roll Along; “Send in the Clowns” from A Little Night Music; “Being Alive” from Company; and “Sunday” from Sunday in the Park with George. ",86.0,,85.0,12,Universal acclaim,0,1,Insufficient scores,True
1000343457,The Beatles Anthology,2025-11-26,1.0,TV-14,"The official documentary about The Beatles features interviews from 1992-94 with Paul McCartney, George Harrison and Ringo Starr; personal home videos and archival film/TV clips of the Beatles. 

The eight episodes were remastered by Peter Jackson with a new episode of previously unseen footage added on 26 Nov 2025 on Disney+. It originally aired in 1995 in the US on ABC, in the UK on ITV and in Australia on Channel 7. An expanded version with two additional episodes was released on VHS and LaserDisc in 1996. A DVD released in 2003 included 81-minutes of additional material.",67.0,,85.0,10,Universal acclaim,65,6,Generally favorable,False
1000360620,Between the World and Me,2020-11-21,1.0,Unknown,"The HBO special based on the 2018 Apollo Theater staging of Ta-Nehisi Coates' book about white supremacy in America features readings from Coates' book, animation, documentary footage and archival footage. ",85.0,,85.0,11,Universal acclaim,30,5,Generally unfavorable,True
1000337643,Buffy the Vampire Slayer,1997-03-07,7.0,TV-14,"Sarah Michelle Gellar stars as Buffy Summers, The Chosen One, the one girl in all the world with the strength and skill to fight the vampires. With the assistance of her close friends, Willow (Alyson Hannigan), Xander (Nicholas Brendon), and her Watcher Giles (Anthony Stewart Head), she balances slaying, family, friendships, and relationships.",45.0,Divided by destiny. Bound by love.,85.0,21,Universal acclaim,76,829,Generally favorable,False
1000301058,Deadwood,2004-03-21,3.0,TV-MA,"In an age of plunder and greed, the richest gold strike in American History draws a throng of restless misfits to an outlaw settlement where everything - and everyone - has a price. Welcome to Deadwood...a hell of a place to make your fortune. From Executive Producer David Milch (""NYPD Blue"") comes DEADWOOD, a new drama series that focuses on the birth of an American frontier town and the ruthless power struggle that exists in its lawless boundaries. The story begins two weeks after Custer's defeat at Little Bighorn, combining fictional and real-life characters and events in an epic morality tale. Located in the Black Hills Indian Cession, the ""town"" of Deadwood is an illegal settlement, a violent and uncivilized outpost that attracts a colorful array of characters looking to get rich - from outlaws and entrepreneurs to ex-soldiers and racketeers, Chinese laborers, prostitutes, city dudes and gunfighters. ",60.0,No Law Can Make It Respectable,85.0,61,Universal acclaim,90,439,Universal acclaim,False
1000358321,Back,2017-09-06,2.0,TV-MA,"Stephen (David Mitchell) looks to take over running the family pub after the death of his father when Andrew (Robert Webb), a foster brother reappears in this British comedy created by Simon Blackwell.

[Originally premiered in the UK on Channel 4 on 6 Sep 2017; aired in the US on Sundance Now on 16 Nov 2017 and on SundanceTV on 7 Mar 2018]",24.0,,85.0,12,Universal acclaim,71,10,Generally favorable,False
1000360077,Little America,2020-01-17,2.0,TV-14,The immigrant comedy anthology series includes stories inspired by real experiences written about in Epic Magazine.,,,85.0,26,Universal acclaim,58,57,Mixed or average,False
1000365628,"McCartney 3,2,1",2021-07-16,1.0,TV-14,"The six-part documentary series features Paul McCartney talking with producer Rick Rubin about music as well as his career with the Beatles, Wings and as a solo artist.",30.0,,85.0,14,Universal acclaim,67,16,Generally favorable,False
1000366835,I'm A Virgo,2023-06-23,1.0,TV-14,"After years of being hidden away, Cootie (Jharrel Jerome), a 13-foot-tall young Black man leaves to explore the world and meets a superhero named The Hero (Walton Goggins) in this Boots Riley coming of age series.",211.0,,85.0,29,Universal acclaim,59,40,Mixed or average,False
1000360268,Unorthodox,2020-03-26,1.0,TV-MA,"The four-part drama inspired by Deborah Feldman's memoir, Esther ""Esty"" Shapiro (Shira Haas) flees her Hasidic Brooklyn home for Berlin, while her husband Yanky (Amit Rahav) and his cousin Moische (Jeff Wilbusch) seek to bring her back.",50.0,,85.0,11,Universal acclaim,75,128,Generally favorable,False
1000337778,Treme,2010-03-18,4.0,TV-MA,"Premiere Date: April 11th, 2010. This musician-themed HBO TV series is set in a New Orleans neighborhood. From the creator who brought you The Wire (David Simon), ""Treme"" follows the lives of struggling artists and musicians in aftermath of Hurricane Katrina.
""Treme"" refers to one of the oldest neighborhoods in New Orleans where the African-American and Creole culture come together. 
The cast of ""Treme"" includes:  Wendell Pierce as Antoine Batiste,  Clarke Peters as Albert Lambreaux,  Khandi Alexander as Ladonna Batiste, Steve Zahn as Davis Rogan, Kim Dickens as Janette Desautel, Rob Brown as Delmond Lambreaux and Melissa Leo.",60.0,Won't Bow Don't Know How.,85.0,63,Universal acclaim,77,217,Generally favorable,False
1000367476,Shogun (2024),2024-02-27,3.0,TV-MA,"In feudal Japan, Lord Yoshii Toranaga (Hiroyuki Sanada), British captain John Blackthorne (Cosmo Jarvis) and translator Toda Mariko (Anna Sawai) are brought together as a civil war looms in this limited series adaptation from Rachel Kondo and Justin Marks of James Clavell's novel of the same name (that was also made into a 1980 miniseries).",60.0,,85.0,41,Universal acclaim,86,611,Universal acclaim,False
1000356185,The Deuce,2017-08-25,3.0,TV-MA,"The drama created by George Pelecanos and David Simon about the rise of the porn industry in New York City during the 1970s-80s thru the eyes of twin nightclub owners Vincent and Frankie Martino (Both played by James Franco), college student Abigail “Abby” Parker(Margarita Levieva), a Times Square prostitute Eileen Merrell (Maggie Gyllenhaal), a pimp named Larry Brown (Gbenga Akinna), Vincent and Frankie Martino’s brother-in-law Chris Bauer (Bobby Dwyer) and bartender Paul Hendrickson (Chris Coy).",60.0,"Once upon a time in America, pleasure became a business.",85.0,54,Universal acclaim,79,290,Generally favorable,False
1000359914,Harley Quinn,2019-07-27,5.0,TV-MA,"The animated comedy series follows Harley Quinn (voiced by Kaley Cuoco) after her break up with the Joker as she looks to become the ""Queenpin"" of Gotham and join the Legion of Doom with the help from Poison Ivy (voiced by Lake Bell).",23.0,Not your average joyride.,85.0,27,Universal acclaim,67,470,Generally favorable,False
1000302996,House of Cards,1990-11-18,1.0,TV-14,"This four-episode British miniseries is a political thriller based on the novel by Michael Dobbs, which follows a scheming MP (played by Ian Richardson) in his quest to become Prime Minister. The adaptation comes from Andrew Davies (Bridget Jones's Diary). House of Cards aired in the U.S. on PBS as part of Masterpiece Theatre in early 1991, and was remade over two decades later as the Netflix original series of the same name (starring Kevin Spacey).",57.0,,85.0,11,Universal acclaim,80,34,Generally favorable,False
1000366404,George Carlin's American Dream,2022-05-20,1.0,TV-MA,"The two-part documentary directed by Judd Apatow and Michael Bonfiglio about the life and career of comedian George Carlin features never-before-seen archival films, photos, audio recordings, letters, and diaries as well as interviews with friends and family.",217.0,,85.0,7,Universal acclaim,81,20,Universal acclaim,False
1000359885,Watchmen (2019),2019-10-20,1.0,TV-MA,"The Damon Lindelof series based on Alan Moore and Dave Gibbons' graphic novel of the same name is set in an alternative 2019, where there is no Internet, Robert Redford is president (28 years and counting), and the police wear masks to protect their identities.",60.0,Nothing Ever Ends...,85.0,35,Universal acclaim,58,1088,Mixed or average,False
1000342399,The Normal Heart,2014-05-25,1.0,TV-MA,"Ned Weeks (Mark Ruffalo) faces conflicts with his brother (Alfred Molina), his lover Felix (Matt Bomer), and Bruce Niles (Taylor Kitsch), a closeted investment banker, as he tries to organize awareness about a new disease killing gay men. While Ned's doctor and friend, Dr. Emma Brookner (Julia Roberts) does her best to council her patients in this adaptation of Larry Kramer's Tony-winning play about the early days of the AIDS crisis.",132.0,"To win a war, you have to start one.",85.0,33,Universal acclaim,83,13,Universal acclaim,True
1000301302,Rescue Me,2004-01-01,8.0,TV-MA,"From the creators and executive producers of The Job comes Rescue Me, a dramedy that centers on the inner workings of Engine 62, a New York City firehouse, and the personal and emotional battles of its members in a post-9/11 world.

The show focuses on Tommy Gavin, the senior firefighter whose life is in turmoil as he copes with the stresses and fears of his job as well the separation from his wife Janet. Tommy moves into a house across the street from her to stay close to their three children and keep an eye on her. The stresses and fears of his job are manifested through conversations with his dead cousin Jimmy Keefe, a former firefighter, as well as the haunting memories of people he has watched perish on the job.

The remaining heroes of Ladder 62 include Chief Jerry Reilly who, despite being called ""The Good Chief,"" has a serious gambling problem and bets on everything, even Tommy's divorce. Sean Garrity is a young, handsome guy who is easier to look at than hold a conversation with. Franco Rivera, a cocky, Puerto Rican ladies man, is Tommy's confidant who lives life in the fast lane. Lt. Kenny ""Lou"" Shea is a man's man who secretly writes poetry and uses it as a way to release his emotional frustrations. Mike Silletti, ""the probie,"" is subject to numerous initiation pranks as he starts his career as a firefighter.

Theme Song:
""C'Mon C'Mon"" by The Von Bondies

Awards & Nominations:
2005 Golden Globe Award Nominee - Best Actor in a Drama Series: Denis Leary

2005 TCA Award Nominee-Outstanding Achievement in Drama & Outstanding New Program of the Year

2005 Satellite Award Nominee- Outstanding Actor in a Series, Drama
Denis Leary, Outstanding DVD Release of a Television Show, Outstanding Television Series, Drama

2005 Satellite Award- Best Ensemble: Television

2005 Visionary Award- Jim Serpico

2006 Satellite Award Nominee- Best Actor in a Series, Drama Denis Leary & Best Television Series, Drama

2006 Prism Award Nominee- Performance in a Drama Series Storyline Denis Leary

2006 Emmy Award Nominee- Outstanding Lead Actor in a Drama Series Denis Leary

2007 Satellite Award Nominee- Best Actor in a Series, Drama Denis Leary

2007 Prism Award Nominee- Performance in a Drama Series, Multi-Episode Storyline Denis Leary

2007 Golden Reel Award Nomiee- Best Sound Editing in Sound Effects and Foley for Television - Short Form
Eileen Horta (supervising sound editor) Mark Cleary (sound designer) James Bailey (foley artist) Damien Smith (foley artist) Kevin McCullough (sound editor) Ashley Harvey (sound editor) For episode ""Devil"".

2007 Gracie Allen Award- Outstanding Supporting Actress in a Drama Series Marisa Tomei

2007 Emmy Nominee-Outstanding Lead Actor in a Drama Series Denis Leary

2007 Artios Award-Best Dramatic Episodic Casting Julie Tucker

2008 Prism Award Nominee- Performance in a Drama Series Multi-Episode Storyline Tatum O'Neal

2008 Emmy Nominee- Outstanding Guest Actor in a Drama Series Charles Durning",42.0,They're still playing with fire. [series 2],85.0,100,Universal acclaim,79,157,Generally favorable,False
1000359462,Wu-Tang Clan: Of Mics and Men,2019-05-10,1.0,TV-MA,The four-part documentary from Sacha Jenkins takes a look at the hip-hop group's formation and long career with never-before-seen archival footage and interviews with all living nine members.,60.0,,85.0,8,Universal acclaim,68,23,Generally favorable,False
1000359541,What's My Name: Muhammad Ali,2019-05-15,1.0,TV-14,The two-part documentary about the iconic boxer directed by Antoine Fuqua features some previously unseen archival footage.,165.0,,85.0,8,Universal acclaim,0,2,Insufficient scores,True
1000358954,A Very English Scandal,2018-05-20,1.0,TV-14,The three-part BBC miniseries set in 1960-70s follows member of Parliament Jeremy Thorpe (Hugh Grant) as he seeks to permanently hide his affair with stableboy Norman Scott (Ben Whishaw) to protect his political career in Russell T Davies's adaptation of John Preston's book of the same name.,56.0,,84.0,17,Universal acclaim,62,68,Generally favorable,False
1000342001,Wonderland,2000-03-30,1.0,Unknown,"""With millions packed into New York City, there is bound to be a lot getting into your head. Wonderland is a gripping, fast-paced drama about doctors who work in the psychiatric and emergency units at Rivervue Hospital. With personal lives as complex as their patients' minds, the doctors of Rivervue endure joys and sorrows that often mirror the triumphs and tragedies of the afflicted they strive to heal. In the realm of psychiatric medicine, this public, city hospital is the Mecca, and its doctors are among the world's best, brightest and toughest. Shot documentary style, this is television as life, with all of the ebbs and flows that go with it. ""
 ",50.0,,85.0,26,Universal acclaim,0,0,Insufficient scores,False
1000359707,The Good Lord Bird,2020-08-09,1.0,TV-MA,"A young slave named Onion (Joshua Johnson-Lionel) becomes a part of John Brown's (Ethan Hawke) family, interacting with other abolitionists like Frederick Douglass (Daveed Diggs) and eventually the 1859 raid of the Army depot at Harpers Ferry in this limited series adaptation of James McBride's novel of the same name.",45.0,,84.0,25,Universal acclaim,68,69,Generally favorable,False
1000342406,Silicon Valley,2014-04-06,6.0,TV-MA,"The Mike Judge comedy follows the lives of software developers in the Silicon Valley (T. J. Miller, Thomas Middleditch, Kumail Nanjiani, Martin Starr, and Zach Woods) who try to develop a new software platform.",30.0,Where everyone wants to be an icon,84.0,79,Universal acclaim,85,1340,Universal acclaim,False
